rep,model,intercept,slope,xstar,sse,tau
175,hinge_plateau_smooth,-8.990362812460857,-0.7659467847499339,-11.22091625744628,3311.016322992158,1.3055737290241118
176,hinge_plateau_smooth,-9.286553839478152,-0.7900154224636522,-11.268744361631775,3558.1399071377327,1.2657980737660965
177,hinge_plateau_smooth,-8.98284515131468,-0.7653538431755127,-11.217253597876716,3211.9116249536996,1.3065851944388522
178,hinge_plateau_smooth,-8.966995270254344,-0.7640372266111458,-11.21737324175413,2932.46809501311,1.3088367492713109
179,hinge_plateau_smooth,-8.961687369754042,-0.7634183972856163,-11.21900829638462,3366.037110964735,1.3098976964081097
180,hinge_plateau_smooth,-8.997144311317523,-0.7666660444111559,-11.215730283916107,2845.8606626500227,1.3043488847455844
181,hinge_plateau_smooth,-8.913701149161648,-0.7593640617810486,-11.216040192051336,3407.3967877042355,1.3168913968018876
182,hinge_plateau_smooth,-8.950470007238243,-0.7627043608822363,-11.215678632041033,3625.421763285537,1.3111240098893349
183,hinge_plateau_smooth,-8.936097066976462,-0.7614493461929628,-11.21446811286984,3335.7092320069924,1.3132849939391567
184,hinge_plateau_smooth,-9.013309678503013,-0.7678352455907962,-11.22133332629766,3072.980824424189,1.3023627213551119
185,hinge_plateau_smooth,-9.235836769884212,-0.7855724992549983,-11.265104203659757,3196.4690630235796,1.272956984808347
186,hinge_plateau_smooth,-8.948529175593217,-0.7624443438141475,-11.216040192051336,3253.7450333009547,1.3115711436686306
187,hinge_plateau_smooth,-8.984104254715596,-0.7653173881153436,-11.216623639971926,3447.0887594117426,1.3066474322014054
188,hinge_plateau_smooth,-8.991373775035697,-0.7659640966135718,-11.218657633667489,3214.0800981812,1.3055442212254227
189,hinge_plateau_smooth,-8.964190014252996,-0.7636574489926847,-11.219990811669561,2954.345125016087,1.3094876522439045
190,hinge_plateau_smooth,-8.985274926373297,-0.7654839528078126,-11.216594999532383,3334.0906612619247,1.3063631135988902
191,hinge_plateau_smooth,-8.94501670181155,-0.7621569282483132,-11.215730283916107,3325.409453934166,1.3120657477959667
192,hinge_plateau_smooth,-9.236178624031782,-0.7856675496365108,-11.267834274856467,3294.1698893393987,1.272802981951654
193,hinge_plateau_smooth,-9.229163297286279,-0.7850035475054702,-11.265797146271748,3725.861105048805,1.2738795935097753
194,hinge_plateau_smooth,-8.968256813024771,-0.7642135859545327,-11.218657633667489,3451.8826587217827,1.3085347059761583
195,hinge_plateau_smooth,-9.000038171736707,-0.7665954477152547,-11.220282858707199,3179.8292739036333,1.3044690038016524
196,hinge_plateau_smooth,-8.993113336149312,-0.7661798659723558,-11.216623639971926,3511.9357823600517,1.3051765576362464
197,hinge_plateau_smooth,-8.896348462215313,-0.7582186480896465,-11.21310324961043,3513.6369823961377,1.3188807773582576
198,hinge_plateau_smooth,-9.200164092509283,-0.7827976164467632,-11.262406182396683,3363.3430103769288,1.2774693982068461
199,hinge_plateau_smooth,-8.978623266681314,-0.7647811878346503,-11.21967073534433,2868.919935039551,1.3075635435428692
